"CID","FeatureHydrophobeCount3D","HBondAcceptorCount","HBondDonorCount","IsomericSMILES","MolecularWeight","drug_class"
"5422","0.0","8","0","CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)OC)OC","622.762","multi"
"5399","7.0","1","0","CC(=CCCC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C)C","330.556","multi"
"5396","NA","14","3","COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O","656.655","antineoplastic"
"5394","0.0","5","1","CN1C(=O)N2C=NC(=C2N=N1)C(=O)N","194.154","antineoplastic"
"5386","0.0","4","1","C1CC(OC1)N2C=C(C(=O)NC2=O)F","200.169","antineoplastic"
"5379","0.0","8","2","CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F","375.4","multi"
"5361","NA","23","12","CC1=C(C=C(C=C1)C(=O)NC2=C3C(=CC(=CC3=C(C=C2)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)NC(=O)C4=CC(=CC=C4)NC(=O)NC5=CC=CC(=C5)C(=O)NC6=C(C=CC(=C6)C(=O)NC7=C8C(=CC(=CC8=C(C=C7)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)C","1297.26","multi"
"5350","0.0","4","0","CS(=O)CCCCN=C=S","177.28","antineoplastic"
"5311","2.0","3","3","C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO","264.325","antineoplastic"
"5300","0.0","8","5","CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O","265.222","antineoplastic"
"5291","0.0","7","2","CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5","493.615","antineoplastic"
"5258","NA","2","0","C1=CC=C(C=C1)CCCC(=O)[O-].[Na+]","186.186","antineoplastic"
"5233","2.0","12","0","CC(C)COC(=O)OCN1C(=O)CN(CC1=O)CCN2CC(=O)N(C(=O)C2)COC(=O)OCC(C)C","514.532","antineoplastic"
"5198","0.0","3","1","CC1CCC(CC1)NC(=O)N(CCCl)N=O","247.723","antineoplastic"
"5097","2.0","6","3","CCC(CO)NC1=NC2=C(C(=N1)NCC3=CC=CC=C3)N=CN2C(C)C","354.458","antineoplastic"
"5057","3.0","2","0","CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCOC(=O)C)C)C","328.496","antineoplastic"
"4961","3.0","4","2","CCCCCC(C=CC1C(C=CC1=O)CC=CCCCC(=O)O)O","334.456","antineoplastic"
"4915","1.0","3","3","CC(C)NC(=O)C1=CC=C(C=C1)CNNC","221.304","antineoplastic"
"4844","NA","13","5","CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)OC6CCCCO6","627.643","antineoplastic"
"4842","2.0","2","0","C1CN(CCN1C(=O)CCBr)C(=O)CCBr","356.058","antineoplastic"
"4775","0.0","2","1","C1=CC=C(C=C1)CCCC(=O)O","164.204","antineoplastic"
"4739","0.0","6","4","C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O","268.273","antineoplastic"
"4705","1.0","5","1","COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Br)OC","360.211","antineoplastic"
"4666","NA","14","4","CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C","853.918","antineoplastic"
"4628","0.0","6","1","CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O","261.233","multi"
"4583","0.0","8","1","CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O","361.373","multi"
"4578","0.0","5","2","C1=CC=C(C=C1)COC2=NC(=NC3=C2NC=N3)N","241.254","antineoplastic"
"4549","0.0","5","2","C1=CC=C(C=C1)CCCNC2=C(C=C(C=C2)[N+](=O)[O-])C(=O)O","300.314","antineoplastic"
"4539","0.0","7","2","CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O","319.336","multi"
"4526","NA","17","5","CC1C(C(C(C(O1)OC2CC(C(C3=C2C(=C4C(=C3)C(=O)C5=C6C(=CC(=C5C4=O)O)C7(C(C(C(C(O6)O7)O)N(C)C)O)C)O)C(=O)OC)(C)O)OC)(C)OC)OC","787.812","antineoplastic"
"4493","1.0","7","1","CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C","317.224","antineoplastic"
"4421","0.0","5","1","CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O","232.239","multi"
"4416","0.0","3","0","COC1=CC2=C(C=C1)C(=C(CC2)C3=CC=CC=C3)C4=CC=C(C=C4)OCCN5CCCC5","425.572","antineoplastic"
"4410","0.0","7","2","CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2N4CCC(CC4)O)F)C(=O)O","360.385","multi"
"4283","0.0","4","4","CCNCCCNCCCCNCCCNCC","258.454","antineoplastic"
"4282","0.0","4","4","CCNCCCNCCCNCCCNCC","244.427","multi"
"4261","0.0","5","3","C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3","376.416","antineoplastic"
"4247","0.0","5","2","CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)NCCCCCN","335.466","antineoplastic"
"4234","NA","2","2","C[N+]1=CC=C(C=C1)C2=C3C=CC(=C(C4=CC=C(N4)C(=C5C=CC(=N5)C(=C6C=CC2=N6)C7=CC=[N+](C=C7)C)C8=CC=[N+](C=C8)C)C9=CC=[N+](C=C9)C)N3","678.844","multi"
"4212","0.0","10","8","C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO","444.488","multi"
"4211","0.0","0","0","C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl","320.034","antineoplastic"
"4208","2.0","4","4","C(C(C(C(C(CBr)O)O)O)O)Br","307.966","antineoplastic"
"4179","NA","10","3","CC1C(C2(C3C4C1(C5C=C(C(=O)C5(C(C6(C4O6)CO)O)O)C)OC(O3)(O2)C7=CC=CC=C7)C(=C)C)OC(=O)C=CC=CC8=CC=CC=C8","654.712","antineoplastic"
"4159","NA","5","3","CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O","374.477","multi"
"4156","0.0","3","0","COS(=O)(=O)C","110.127","antineoplastic"
"4122","0.0","5","2","COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CS3","301.32","antineoplastic"
"4112","0.0","12","5","CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O","454.447","multi"
"4053","0.0","4","2","C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl","305.199","antineoplastic"
"4033","0.0","1","0","CN(CCCl)CCCl","156.05","antineoplastic"
"3994","1.0","4","3","CN(C)C1=CC=C(C=C1)C(=O)NCCCCCCC(=O)NO","307.394","antineoplastic"
"3976","0.0","4","1","C1=CC=C(C=C1)NC2=CC(=O)C3=C(C2=O)C=CC=N3","250.257","antineoplastic"
"3950","0.0","3","1","C1CCC(CC1)NC(=O)N(CCCl)N=O","233.696","antineoplastic"
"3948","0.0","8","2","CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O","351.354","multi"
"3902","0.0","4","0","C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3","285.31","antineoplastic"
"3884","1.0","3","1","CC(=CCC1=C(C2=CC=CC=C2C(=O)C1=O)O)C","242.274","multi"
"3806","0.0","3","1","C1=CC2=C(C(=O)C=CC2=O)C(=C1)O","174.155","antineoplastic"
"3800","NA","6","4","CC1CC(OC(=O)CC(NC(=O)C(N(C(=O)C(NC(=O)C(CC(=C1)C)C)C)C)CC2=C(NC3=CC=CC=C32)Br)C4=CC=C(C=C4)O)C","709.682","multi"
"3752","0.0","5","2","C1=CC(=C(C=C1Cl)C2=NC(=NC(=N2)N)N)Cl","256.09","multi"
"3712","0.0","1","2","C1=CC=C2C(=C1)C(=CN2)CO","147.177","antineoplastic"
"3690","0.0","4","1","C1CN(P(=O)(OC1)NCCCl)CCCl","261.083","antineoplastic"
"3685","NA","10","5","CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O","497.5","antineoplastic"
"3664","0.0","10","3","CC(=O)C1C2=C(C(=C3C(=O)C=C(C4=C5C(=CC(=O)C6=C(C(=C(CC1(C)O)C(=C56)C2=C43)OC)O)OC)OC)O)OC","546.528","multi"
"3657","0.0","2","3","C(=O)(N)NO","76.055","multi"
"3616","1.0","2","2","CC(=O)NCCCCCCNC(=O)C","200.282","multi"
"3611","1.0","2","1","CC(C)C1=CC(=O)C(=CC=C1)O","164.204","multi"
"3606","3.0","2","2","CCC(C1=CC=C(C=C1)O)C(CC)C2=CC=C(C=C2)O","270.372","antineoplastic"
"3599","NA","4","0","CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C","407.576","multi"
"3591","NA","9","2","CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C=C(C1OC)C2=O)C)OC)OC(=O)N)C)C)OC)OC","574.671","multi"
"3460","NA","9","3","CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC","560.644","multi"
"3430","NA","7","1","CC(=CCC1C(O1)(C)C2C(C(CCC23CO3)OC(=O)C=CC=CC=CC=CC(=O)O)OC)C","458.551","multi"
"3397","1.0","6","1","CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F","276.215","antineoplastic"
"3385","0.0","3","2","C1=C(C(=O)NC(=O)N1)F","130.078","antineoplastic"
"3374","0.0","5","1","CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O","261.252","multi"
"3367","0.0","9","4","C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(N=C2N)F","285.235","antineoplastic"
"3357","0.0","9","1","CN1CCN(CC1)C2=C(C=C3C(=C2F)N(C=C(C3=O)C(=O)O)CCF)F","369.344","multi"
"3276","0.0","5","2","C1=CN(C(=N1)[N+](=O)[O-])CC(=O)NCCO","214.181","antineoplastic"
"3229","0.0","8","2","CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O","320.324","multi"
"3228","NA","6","4","CCCCCCCCCCCCCCCCCCCCCC(=O)NC1=NC(=O)N(C=C1)C2C(C(C(O2)CO)O)O","565.796","multi"
"3213","0.0","1","1","CC1=C2C(=C(C3=C1C=CN=C3)C)C4=CC=CC=C4N2","246.313","antineoplastic"
"3199","NA","15","4","CC1=C(C(=C2C3C4C5C6=C(C(N4C(C(N3C)CC2=C1)O)COC(=O)C7(CS5)C8=CC(=C(C=C8CCN7)O)OC)C9=C(C(=C6OC(=O)C)C)OCO9)O)OC","761.843","antineoplastic"
"3197","NA","18","4","CC1C(=O)N(C2CSC(C(C(=O)N(C(C(=O)OCC(C(=O)N1)NC(=O)C3=NC4=CC=CC=C4N=C3)C(C)C)C)N(C(=O)C(NC(=O)C(COC(=O)C(N(C2=O)C)C(C)C)NC(=O)C5=NC6=CC=CC=C6N=C5)C)C)SC)C","1101.265","multi"
"3129","1.0","4","2","CCCCCCCCCC(=O)NC(CN1CCOCC1)C(C2=CC=CC=C2)O","390.568","multi"
"3119","NA","4","2","COC1=CC2=C(C=C1)NC3=C2C4=C(C=C3)C=C[N+](=C4)CCN5CCC(CC5)C6CCN(CC6)CC[N+]7=CC8=C(C=CC9=C8C1=C(N9)C=CC(=C1)OC)C=C7","718.946","antineoplastic"
"3071","0.0","0","2","C1=CC=C2C(=C1)C(=CN2)CC3=CNC4=CC=CC=C43","246.313","antineoplastic"
"3045","0.0","4","4","C1=CC(=C(C=C1C(=O)NO)O)O","169.136","antineoplastic"
"3009","0.0","6","3","C(CC(C(F)F)(C(=O)O)N)CN","182.171","multi"
"2958","NA","11","5","CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)C)O)N)O","527.526","antineoplastic"
"2941","0.0","3","1","C1CC2C(C1)C3CC2CC3OC(=S)S","228.368","multi"
"2937","3.0","4","2","CCCCCC(CC=C1C(C=CC1=O)CC=CCCCC(=O)O)O","334.456","multi"
"2920","NA","7","2","CC1CC=CC2C3C(O3)(C(C4C2(C(=O)NC4CC5=CC=CC=C5)OC(=O)OC=CC(C1=O)(C)O)C)C","495.572","antineoplastic"
"2907","0.0","4","1","C1CNP(=O)(OC1)N(CCCl)CCCl","261.083","antineoplastic"
"2896","0.0","3","2","C1CN(C(=N1)N)CC(=O)O","143.146","antineoplastic"
"2832","0.0","6","1","CNC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC","371.433","antineoplastic"
"2764","0.0","7","2","C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O","331.347","multi"
"2762","0.0","7","1","CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3","262.221","multi"
"2708","0.0","3","1","C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl","304.211","antineoplastic"
"2703","0.0","4","0","C[N+]1=C2C(=C3C=CC(=C(C3=C1)OC)OC)C=CC4=CC5=C(C=C42)OCO5","348.378","multi"
"2578","0.0","3","1","C(CCl)NC(=O)N(CCCl)N=O","214.046","antineoplastic"
"2577","2.0","4","2","CCCCCCNC(=O)N1C=C(C(=O)NC1=O)F","257.265","antineoplastic"
"2569","0.0","7","1","CC1=C(C(=O)C(=C(C1=O)N2CC2)C(COC(=O)N)OC)N3CC3","321.333","antineoplastic"
"2567","NA","4","2","C1CC(C1)(C(=O)O)C(=O)O.[Pt]","339.21","antineoplastic"
"2533","NA","14","3","CC(CC1=C(C(=C2C(=O)C=C(C3=C4C(=CC(=O)C5=C(C(=C(C(=C45)C1=C32)CC(C)OC(=O)OC6=CC=C(C=C6)O)OC)O)OC)OC)O)OC)OC(=O)C7=CC=CC=C7","790.774","antineoplastic"
"2493","0.0","7","4","CC1=NC(=O)C2=C(N1)C=CC3=C2C=C(C=C3)CNC4=CC5=C(C=C4)C(=O)N(C5)C(CCC(=O)O)C(=O)O","500.511","antineoplastic"
"2478","0.0","6","0","CS(=O)(=O)OCCCCOS(=O)(=O)C","246.292","antineoplastic"
"2464","NA","4","2","CC12CCC(CC1CCC3C2CCC4(C3(CCC4C5=COC(=O)C=C5)O)C)O","386.532","multi"
"2375","0.0","9","2","CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O","430.374","antineoplastic"
"2266","0.0","4","2","C(CCCC(=O)O)CCCC(=O)O","188.223","multi"
"2265","0.0","7","1","CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-]","277.262","antineoplastic"
"2187","2.0","4","0","CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N","293.374","antineoplastic"
"2180","NA","12","7","C1=CC=C(C=C1)C(C#N)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)O)O","457.432","antineoplastic"
"2179","0.0","6","2","COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42","393.461","antineoplastic"
"2145","1.0","3","2","CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N","232.283","antineoplastic"
"2134","0.0","8","6","C1=CC=C2C(=C1)C(=O)C3=C(C=CC(=C3C2=O)NCCNCCO)NCCNCCO","412.49","antineoplastic"
"2126","2.0","3","2","CC1(CCC(C2=C1C=CC(=C2)C(=O)NC3=CC=C(C=C3)C(=O)O)(C)C)C","351.446","antineoplastic"
"2123","0.0","6","0","CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C","210.285","antineoplastic"
"2113","0.0","4","3","CC(CCCN)(C(=O)O)N","146.19","antineoplastic"
"2063","0.0","3","0","COC1=CC=C(C=C1)C=C(C#N)C#N","184.198","antineoplastic"
"2061","0.0","5","3","C1=C(C=C(C(=C1O)O)O)C=C(C#N)C#N","202.169","antineoplastic"
"2052","0.0","4","2","C1=CC(=C(C=C1C=C(C#N)C#N)O)O","186.17","antineoplastic"
"2019","NA","18","5","CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C)N)C","1255.438","multi"
"2008","NA","16","4","CCC1(CC(C2=C(C1C(=O)OC)C=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4O)OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)OC7CCC(=O)C(O7)C)O)N(C)C)O","811.878","antineoplastic"
"2007","0.0","5","2","C1C(ON=C1Cl)C(C(=O)O)N","178.572","multi"
"1871","0.0","4","0","C1=CC2=C(C=CC(=O)O2)C=C1N=O","175.143","antineoplastic"
"1853","0.0","1","1","C1=CC=C2C(=C1)C3=CC=CC=C3NC2=O","195.221","antineoplastic"
"1805","0.0","5","4","C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N","244.207","antineoplastic"
"1794","0.0","5","3","C1CCCN(CC1)C2=NC(=C(N=C2Cl)C(=O)N=C(N)N)N","311.774","antineoplastic"
"1725","0.0","2","3","C1=CC(=CC=C1C(=N)N)N","135.17","antineoplastic"
"1720","0.0","3","2","C1=CC2=C(C=CC3=C2C(=C1)C(=O)NC3=O)N","212.208","antineoplastic"
"1679","0.0","3","1","C1=CC(=CC(=C1)N=O)C(=O)N","150.137","antineoplastic"
"1645","0.0","2","2","C1=CC(=CC(=C1)N)C(=O)N","136.154","multi"
"1405","1.0","7","5","C#CCN(CC1=CC2=C(C=C1)NC(=NC2=O)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O","477.477","antineoplastic"
"1392","NA","6","0","CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC","523.736","antineoplastic"
"1345","1.0","2","0","CCC(C)N(C)C(=O)C1=CC2=CC=CC=C2C(=N1)C3=CC=CC=C3Cl","352.862","antineoplastic"
"1340","0.0","2","2","C1=CC2=C(C=CNC2=O)C(=C1)O","161.16","antineoplastic"
"1236","0.0","8","1","CC1=C(C(C(=C(N1)C)C(=O)OCCCN2CCC(CC2)(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC","609.723","multi"
"999","0.0","2","1","C1=CC=C(C=C1)CC(=O)O","136.15","antineoplastic"
"765","0.0","6","5","C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=NC2=O)N","283.244","antineoplastic"
"596","0.0","5","4","C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O","243.219","multi"
"237","0.0","4","1","CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC","399.963","multi"
"164","0.0","5","2","C(CC(=C[N+]#N)[O-])C(C(=O)O)N","171.156","antineoplastic"
"72","0.0","4","3","C1=CC(=C(C=C1C(=O)O)O)O","154.121","antineoplastic"
"134694655","NA","9","4","CCN1C[C@@]2(CC[C@@H]([C@@]34[C@@H]2C[C@@H](C31)[C@]5(CC([C@H]6C[C@@H]4[C@@]5([C@H]6OC)O)OC)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C.Br","665.622","multi"
"134688985","NA","12","4","CN1[C@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)C3=CC=CC=C3.CN1[C@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)C3=CC=CC=C3.OS(=O)(=O)O","676.822","multi"
"134688726","NA","16","12","[2H]C([2H])([2H])[C@@H](CC1=CC=C(C=C1)OC([2H])([2H])[2H])NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O.[2H]C([2H])([2H])[C@@H](CC1=CC=C(C=C1)OC([2H])([2H])[2H])NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O.C(=C/C(=O)O)\C(=O)O.O.O","852.997","respiratorysystem"
"134688695","NA","13","5","CN1[C@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3.CN1[C@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3.O.OS(=O)(=O)O","694.837","multi"
"134688323","0.0","5","3","C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@]2([C@@]1(C(=O)CO)O)C)O)Cl)C","408.919","multi"
"134687786","0.0","8","2","C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@@]3([C@H](C[C@@]2([C@]1(C(=O)SCF)O)C)O)F)C)F","444.509","multi"
"134129700","NA","9","4","CCN1C[C@@]2(CC[C@@H]([C@@]34[C@@H]2C[C@@H](C31)[C@]5(C[C@@H]([C@@H]6C[C@@H]4[C@@]5([C@H]6OC)O)OC)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C.Br","665.622","multi"
"133687604","0.0","5","3","C[C@@H]1C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@]4([C@@]3([C@@H](C[C@]2([C@@]1(C(=O)CO)O)C)O)Cl)C","408.919","multi"
"131632429","NA","12","4","CN1[C@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3.CN1[C@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3.OS(=O)(=O)O","676.822","multi"
"131632115","NA","9","6","C1CC[C@]2([C@H]3CC4=C([C@]2(C1)CCN3CC5CCC5)C=C(C=C4)O)O.[C@@H]([C@@H](C(=O)O)O)(C(=O)O)O","477.554","multi"
"129318280","NA","5","2","CC(C)[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)[C@@H](CO)C3=CC=CC=C3)C.O.[Br-]","430.383","respiratorysystem"
"126968472","0.0","5","3","C[C@H]1CC2[C@H]3CCC4=CC(=O)C=C[C@@]4(C3([C@H](C[C@@]2(C1(C(=O)CO)O)C)O)Cl)C","408.919","multi"
"124080907","NA","4","1","CC(C)[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)[C@@H](CO)C3=CC=CC=C3)C.[Br-]","412.368","respiratorysystem"
"122362099","NA","9","4","CCN1C[C@@]2(CCC(C34[C@@H]2CC(C31)[C@]5(C[C@@H]([C@H]6C[C@@H]4[C@@]5([C@H]6OC)O)OC)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C.Br","665.622","multi"
"122130905","NA","10","4","CN1CC[C@]23C4[C@H]1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O","449.456","multi"
"122130768","0.0","8","2","C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=CC4([C@]3([C@H](CC2([C@]1(C(=O)SCF)O)C)O)F)C)F","444.509","multi"
"118987285","NA","22","13","C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C.C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O.C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O.C(=C/C(=O)O)\C(=O)O.O.O","1362.355","respiratorysystem"
"102004898","NA","9","4","CCN1C[C@@]2(CC[C@@H]([C@@]34[C@@H]2CC([C@H]31)[C@]5(C[C@@H]([C@H]6C[C@@H]4[C@@]5([C@H]6OC)O)OC)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C.Br","665.622","multi"
"92132516","NA","4","2","CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@@H](CO)C3=CC=CC=C3.Cl","325.833","multi"
"91972160","NA","9","4","CCN1C[C@@]2(CC[C@@H](C34[C@@H]2CC(C31)[C@]5(C[C@@H]([C@H]6C[C@@H]4[C@@]5([C@H]6OC)O)OC)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C.Br","665.622","multi"
"91873620","NA","9","4","CCN1C[C@]2(CC[C@@H]([C@@]34[C@@H]2C[C@@H]([C@H]31)[C@]5(C[C@@H]([C@@H]6C[C@@H]4[C@@]5([C@H]6OC)O)OC)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C.Br","665.622","multi"
"90479363","NA","9","4","CCN1C[C@@]2(CC[C@@H]([C@@]34[C@@H]2C[C@@H]([C@H]31)[C@]5(C[C@@H]([C@H]6C[C@@H]4[C@@]5([C@H]6OC)O)OC)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C.Br","665.622","multi"
"76959346","NA","54","22","CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O.CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O.CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O.CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O.CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O.CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O.CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O.CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O.C1CNCCN1.C1CNCCN1.C1CNCCN1.C1CNCCN1.C1CNCCN1.C1CNCCN1.C1CNCCN1","2508.59","respiratorysystem"
"73759663","NA","6","2","CCCC1OC2CC3C4CCC5=CC(=O)C=C[C@@]5(C4C(C[C@@]3([C@@]2(O1)C(=O)CO)C)O)C","430.541","multi"
"73440751","NA","4","1","CC(C)[N+]1([C@H]2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C.[Br-]","412.368","respiratorysystem"
"71587364","NA","6","5","CC(=O)O.CNC[C@@H](C1=CC(=C(C=C1)O)O)O","243.259","multi"
"71463801","NA","14","6","CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3.CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3.O.O.OS(=O)(=O)O","712.852","multi"
"67052243","NA","5","2","CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3.O","307.39","multi"
"60196398","NA","12","4","CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3.CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3.OS(=O)(=O)O","676.822","multi"
"57515976","NA","4","2","[H+].CN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC4=C3C=C(C=C4)OC.O.[Br-]","370.331","multi"
