image_name,tags,smiles,Col3
pics/7075,antineoplastic,Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCCNCCCCN)cs2)cs1)[C@@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1cnc[nH]1,['antineoplastic']
pics/7076,antiinfective,CNC1C(OC2C(OC3C(O)C(O)C(N=C(N)N)C(O)C3N=C(N)N)OC(C)C2(O)CO)OC(CO)C(O)C1O.CNC1C(OC2C(OC3C(O)C(O)C(N=C(N)N)C(O)C3N=C(N)N)OC(C)C2(O)CO)OC(CO)C(O)C1O,['antiinfective']
pics/7077,respiratorysystem cardio,CNC[C@H](O)c1cccc(O)c1,"['respiratorysystem', 'cardio']"
pics/7078,antiinfective,CN[C@@H]1C(O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,['antiinfective']
pics/7079,antiinfective,CCC1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2OC(C)C[C@H](N(C)C)C2O)C(C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,['antiinfective']
pics/7080,antineoplastic,Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)[O-],['antineoplastic']
pics/7081,antiinfective,Cc1[nH]c(C)c(Cl)c(=O)c1Cl,['antiinfective']
pics/7082,antiinflammatory,CC(C(=O)[O-])c1ccc(CC2CCCC2=O)cc1,['antiinflammatory']
pics/7083,antiinfective,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(S[C@@H]3C[NH2+][C@H](C(=O)Nc4cccc(C(=O)[O-])c4)C3)[C@H](C)[C@H]12,['antiinfective']
pics/7084,cardio,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,['cardio']
pics/7085,cns,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1,['cns']
pics/7086,antiinfective,O=C(NC1CCNCC1)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)[O-],['antiinfective']
pics/7087,cardio,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,['cardio']
pics/7088,gastrointestinal cardio antiinflammatory,CN1C2CC(OC(=O)[C@H](CO)c3ccccc3)CC1C(O)C2,"['gastrointestinal', 'cardio', 'antiinflammatory']"
pics/7089,antiinflammatory,CN1[C@H]2CC(OC(=O)C(O)(CO)c3ccccc3)C[C@@H]1[C@@H]1O[C@H]12,['antiinflammatory']
pics/7090,antineoplastic cardio,C[C@@]12CC[C@@H]3[C@H](CC[C@H]4C[C@H](O)CC[C@]43C)[C@]1(O)CC[C@H]2c1ccc(=O)oc1,"['antineoplastic', 'cardio']"
pics/7091,lipidregulating,O=C(O)CC(O)CC(O)C=Cc1c2c(nn1-c1ccc(F)cc1)C(Cc1ccc(-c3ccccc3)cc1)CCC2,['lipidregulating']
pics/7092,antiinfective,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=CCSC12)c1csc(N)n1,['antiinfective']
pics/7093,antiinfective,Cc1ccnc(C)c1C(=O)N1CCC(C)(N2CCN([C@@H](C)c3ccc(C(F)(F)F)cc3)[C@@H](C)C2)CC1,['antiinfective']
pics/7094,dermatologic,COC(=O)C=CC(=O)OC,['dermatologic']
pics/7095,antiinfective,NC(=O)[C@H]1CC[C@H]2CN1C(=O)N2OS(=O)(=O)[O-],['antiinfective']
pics/7096,antiinfective,[2H][13C]([2H])([2H])N1C[C@H](C)C[C@@](C)(O)[C@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@H]1C,['antiinfective']
pics/7097,antiinfective,NCC1O[C@H](O[C@@H]2C(N)CC(N)[C@H](O)C2OC2OC(CO)[C@@H](O[C@H]3O[C@@H](CN)[C@@H](O)C(O)[C@H]3N)[C@H]2O)[C@H](N)C(O)[C@@H]1O,['antiinfective']
pics/7098,antiinfective,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12,['antiinfective']
pics/7099,cns,COC(=O)[C@@H]1C[C@H](OC(C)=O)C=C2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C,['cns']
pics/7100,antiinfective,CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)c1cc(C)on1)C(C)C)Cc1ccc(F)cc1,['antiinfective']
pics/7101,antiinfective,CCCCCCCCCCCCCCCC(=O)OC1C(O)[C@@H](O)[C@@H]([C@H](NC(=O)[C@@H]2C[C@@H](CCC)CN2C)C(C)Cl)O[C@@H]1SC,['antiinfective']
pics/7102,cardio,CCOC(=O)[C@@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,['cardio']
pics/7103,cns,NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,['cns']
pics/7104,antiinfective,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,['antiinfective']
pics/7105,antiinflammatory,CCCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@@]21C,['antiinflammatory']
pics/7106,gastrointestinal,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,['gastrointestinal']
pics/7107,hematologic,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,['hematologic']
pics/7108,lipidregulating,CC(C)CCC[C@@H](C)[C@H]1CC(O)[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CCC(O)CC1CC3,['lipidregulating']
pics/7109,cns,CC(C)(N)Cc1ccccc1,['cns']
pics/7110,antiinfective,CCCCCC[C@@H]([C@@H](C)O)n1cnc2c(N)ncnc21,['antiinfective']
pics/7111,reproductivecontrol respiratorysystem,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,"['reproductivecontrol', 'respiratorysystem']"
pics/7112,antiinfective,CCOCn1c(Cc2ccccc2)c(C(C)C)c(=O)[nH]c1=O,['antiinfective']
pics/7113,antiinfective,CN[C@H]1C(=O)N[C@@H]2Cc3ccc(cc3)Oc3cc4cc(c3O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCCCC(C)C)Oc3ccc(cc3Cl)[C@@H](O)[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@@H](NC2=O)c2cc(cc(O)c2Cl)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc(O)cc1[C@@H](C(=O)NCCCN(C)C)NC3=O,['antiinfective']
pics/7114,antiinfective,CC(C)CN(C[C@@H](OP(=O)(O)O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,['antiinfective']
pics/7115,antiinfective,COc1c(O)cc(C2Oc3c(c(O)cc(O)c3[C@H]3c4c(O)cc(O)cc4O[C@H](c4ccc(O)cc4)[C@@H]3O)C[C@H]2O)cc1O,['antiinfective']
pics/7116,cardio,CCC/C=C/C/C=C/C=C/C=NNN=O,['cardio']
pics/7117,antiinfective,CO/N=C(/C([O-])=N[C@@H]1C(=O)N2C(C(=O)O)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1,['antiinfective']
pics/7118,antiinfective,O=C([O-])c1ccccc1,['antiinfective']
pics/7119,gastrointestinal cns,Cn1cc(C(=O)[C@@H]2CCc3nc[nH]c3C2)c2ccccc21,"['gastrointestinal', 'cns']"
pics/7120,cns,O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1,['cns']
pics/7121,cardio,NCCCCC(NC(=O)C1CCCN1C(=O)C1CSSCC(N)C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,['cardio']
pics/7122,cns,C=C(C)[C@H]1[C@@H]2C(=O)O[C@H]1[C@H]1OC(=O)C34O[C@@H]3C[C@]2(O)[C@@]14C.CC(C)(O)[C@H]1[C@@H]2C(=O)O[C@H]1[C@H]1OC(=O)C34O[C@@H]3C[C@]2(O)[C@@]14C,['cns']
pics/7123,antiinfective,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,['antiinfective']
pics/7124,cns,CNCCCN1c2ccccc2CCc2ccccc21,['cns']
pics/7125,antiinfective,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CSC12)c1csc(N)n1,['antiinfective']
pics/7126,reproductivecontrol,CCCCC(C)(C)[C@H](O)/C=C\[C@@H]1[C@@H](O)CC(=O)[C@H]1CCCC/C=C/C(=O)OC,['reproductivecontrol']
pics/7127,antiinfective cardio,[O-]c1ccccc1,"['antiinfective', 'cardio']"
pics/7128,cardio,N=C(N)SCCc1ccc(OCc2ccc([N+](=O)[O-])cc2)cc1,['cardio']
pics/7129,antiinfective,CC[C@@H]1OC(=O)[C@@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,['antiinfective']
pics/7130,cardio,CC[C@H](C)C1NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]2CSSC[C@@H](C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)N)C(=O)N[C@@H](CC(N)=O)C(=O)N2)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)CC)NC1=O,['cardio']
pics/7131,antiinfective,CCC(C)CC/C=C\C=C\C(=O)N[C@H](C(=O)N[C@@H]1C(=O)N[C@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(O)C(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](C(C)C(=O)O)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](C)C[C@H]2C(=O)NC1C)C(C)C(=O)O,['antiinfective']
pics/7132,antiinflammatory,CC1(C)[C@@H](OC2OC(C(=O)O)C(O)C(O)C2OC2OC(C(=O)O)C(O)C(O)C2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,['antiinflammatory']
pics/7133,antiinfective,Cc1cc(=N)c2cc(Nc3cc(C)[n+](C)c(N)n3)ccc2n1C.[H+],['antiinfective']
pics/7134,antiinfective,CO/N=C(\C(=O)NC1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c([O-])nn3C)CS[C@H]12)c1csc(N)n1,['antiinfective']
pics/7135,antiinfective,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C/NN2CCN(C3CCCC3)CC2)C(=C4O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,['antiinfective']
pics/7136,antiinfective,CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12)c1csc(N)n1)C(=O)O,['antiinfective']
pics/7137,cns,COc1c(O)cc(C=C(C(C)=O)C(C)=O)cc1[N+](=O)[O-],['cns']
pics/7138,cns,COc1ccc2cccc(CCNC(C)=O)c2c1,['cns']
pics/7139,antiinfective,CO[C@H]1CC(O[C@@H]2/C(C)=C/C[C@@H]3C[C@@H](C[C@]4(CC[C@H](C)[C@@H](C5CCCCC5)O4)O3)OC(=O)[C@@H]3C=C(C)/C(=N/O)[C@H]4OC/C(=C\C=C\[C@@H]2C)[C@@]34O)O[C@@H](C)C1O,['antiinfective']
pics/7140,cardio,CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3CC4c5cccc6[nH]cc(c56)CC4N(C)C3)(C(C)C)C(=O)N12,['cardio']
pics/7141,hematologic cardio,Cc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2,"['hematologic', 'cardio']"
pics/7142,antiinfective,C/C1=C/C[C@@H]2C[C@@H](C[C@]3(CC[C@H](C)[C@@H](C)O3)O2)OC(=O)[C@@H]2C=C(COC(=O)c3ccc[nH]3)[C@@H](O)[C@H]3OC/C(=C/C=C\[C@H](C)C1)[C@@]23O,['antiinfective']
pics/7143,antiinfective,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1/C=C/Br,['antiinfective']
pics/7144,reproductivecontrol,CCCCC[C@](C)(O)/C=C/[C@@H]1[C@@H](O)C[C@@H](O)[C@H]1C/C=C/CCCC(=O)O.NC(CO)(CO)CO,['reproductivecontrol']
pics/7145,antiinfective antineoplastic,N#[N+]/C=C(\[O-])OC[C@H](N)C(=O)O,"['antiinfective', 'antineoplastic']"
pics/7146,cns antineoplastic,O=c1ccn([C@@H]2O[C@H](CF)[C@@H](O)[C@H]2O)c(=O)[nH]1,"['cns', 'antineoplastic']"
pics/7147,cardio,CC(C)C(C#N)(CCCN(C)CCc1ccccc1)c1ccccc1,['cardio']
pics/7148,antiinfective,CC[C@@H](C)[C@H]1NC(=O)C2CCCN2C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@H](C)CC)OC(=O)[C@@H](C(C)(C)O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C1=O,['antiinfective']
pics/7149,antiinfective,Nc1nc(=O)c2ncn([C@@H]3C=C[C@@H](CO)C3)c2[nH]1,['antiinfective']
pics/7150,cardio,COCC(C(O)C(O)C(=O)NCCC(C)c1nc(C=CCC2OC3(CC(O)C2C)OC(C(CC(O)C(C)C(O)C(C)C=C(C)C(C)=CC=CC(C)=CC#N)OC)C(OP(=O)(O)O)C3(C)C)co1)N(C)C,['cardio']
pics/7151,reproductivecontrol,C#C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4C[C@](O)(C#C)C[C@]4(C)[C@H]3CC[C@@]21C,['reproductivecontrol']
pics/7152,cns,CCCCCCCC/C=C\CCCCCCCC(N)=O,['cns']
pics/7153,antineoplastic,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,['antineoplastic']
pics/7154,cardio antiinflammatory,COc1cc2c3cc1Oc1c(OC)c(OC)cc4c1[C@@H](Cc1ccc(O)c(c1)Oc1ccc(cc1)C[C@H]3N(C)CC2)N(C)CC4,"['cardio', 'antiinflammatory']"
pics/7155,cardio,C=C1C[C@@]2(O)C3CC[C@]4(C)C([C@H](OC(C)=O)[C@H](OC(C)=O)[C@@]5(C(C)OC(C)=O)COC(=O)C=CC45)[C@@]3(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@]2(C)[C@]2(C(=O)OC)OC12,['cardio']
pics/7156,cardio,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,['cardio']
pics/7157,gastrointestinal cns,CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2,"['gastrointestinal', 'cns']"
pics/7158,antiinfective,CN[C@H]1[C@@H](O)[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](OC3OC(CN)=CCC3N)[C@@H]2O)OC[C@]1(C)O,['antiinfective']
pics/7159,cns,CCOc1ccccc1OCC1CNCCO1,['cns']
pics/7160,antineoplastic,C=C(C)[C@@]12O[C@@]3(c4ccccc4)O[C@@H]1[C@@H]1[C@@H]4O[C@]4(CO)[C@@H](O)[C@]4(O)C(=O)C(C)=C[C@H]4[C@@]1(O3)[C@H](C)[C@H]2OC(=O)/C=C/C=C/c1ccccc1,['antineoplastic']
pics/7161,antineoplastic,O=CN(O)CC(=O)O,['antineoplastic']
pics/7162,cns,C[C@H](N)[C@@H](O)c1ccccc1,['cns']
pics/7163,antiinfective,O=C([O-])[C@@H]1O[Sb]2(O[Sb]34O[C@H]([C@H](C(=O)[O-])O3)[C@@H]([C@H](O)CO)O4)O[C@H]1[C@@H]([C@H](O)CO)O2.[H+],['antiinfective']
pics/7164,cns,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,['cns']
pics/7165,antiinfective,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N21,['antiinfective']
pics/7166,antiinfective,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12,['antiinfective']
pics/7167,antineoplastic,O=C(O)Cc1ccccc1,['antineoplastic']
pics/7168,cns,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,['cns']
pics/7169,gastrointestinal antiinfective,CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C.CCCCCCCCCCCCOS(=O)(=O)O,"['gastrointestinal', 'antiinfective']"
pics/7170,respiratorysystem,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)O)C(=O)C2.CCN(CC)CCn1cnc2c1c(=O)n(C)c(=O)n2C,['respiratorysystem']
pics/7171,antiinflammatory,CCOCCO[C@@H]1CCC(C[C@@H](C)C2CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)CC(C)/C=C/C=CC=C(C)[C@@H](OC)C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)C[C@H]1OC,['antiinflammatory']
pics/7172,antiinfective antineoplastic,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,"['antiinfective', 'antineoplastic']"
pics/7173,cns,NC1CC1c1ccccc1,['cns']
pics/7174,antiinfective antineoplastic,CCOC(=O)CC(=O)c1ccc(F)cc1,"['antiinfective', 'antineoplastic']"
pics/7175,antiinfective,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,['antiinfective']
pics/7176,cardio,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,['cardio']
pics/7177,hematologic,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,['hematologic']
pics/7178,cardio,CNC(=S)[C@]1(c2cccnc2)CCCC[S@]1=O,['cardio']
pics/7179,cns,CCCCCCCCCCCC(=O)OCN1C(=O)CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21,['cns']
pics/7180,antiinfective,CO/N=C(/C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(C)CSC12)c1csc(N)n1,['antiinfective']
pics/7181,antineoplastic,C(=N/NC1=NCCN1)\c1c2ccccc2c(/C=N/NC2=NCCN2)c2ccccc12,['antineoplastic']
pics/7182,antiinfective,CC[C@H]1OC(=O)[C@@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,['antiinfective']
pics/7183,antiinfective,CCCCCc1cc(/C=c2/[nH]/c(=C3/C=CC=N3)cc2OC)[nH]c1C,['antiinfective']
pics/7184,antiinfective,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NS(=O)(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],['antiinfective']
pics/7185,respiratorysystem,O=C(Nc1cccc2c(=O)cc(-c3nn[nH]n3)oc12)c1ccc(OCCCCc2ccccc2)cc1,['respiratorysystem']
pics/7186,lipidregulating,Cn1c(=O)c2c(ncn2CCOC(=O)C(C)(C)Oc2ccc(Cl)cc2)n(C)c1=O,['lipidregulating']
pics/7187,antiinflammatory,NC(N)=NCCC[C@H](NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2N1C(=O)[C@@H]1Cc2ccccc2CN1C(=O)[C@H](CO)NC(=O)[C@H](Cc1cccs1)NC(=O)CNC(=O)[C@H]1C[C@@H](O)CN1C(=O)[C@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](N)CCCN=C(N)N)C(=O)O,['antiinflammatory']
pics/7188,antineoplastic,C[Se]CC(N)C(=O)O,['antineoplastic']
pics/7189,respiratorysystem,[F-].[F-],['respiratorysystem']
pics/7190,antineoplastic,CO[C@H]1[C@H]([C@@]2(C)O[C@@H]2CC=C(C)C)[C@]2(CC[C@H]1OC(=O)NC(=O)CCl)CO2,['antineoplastic']
pics/7191,hematologic,[Fe],['hematologic']
pics/7192,cardio,c1ccc2c(c1)OCC(CN1CCCCC1)O2,['cardio']
pics/7193,antineoplastic,CC(C)(N)[C@@H]1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,['antineoplastic']
pics/7194,antiinfective,C[N+](C)(C)Cc1ccccc1.C[O-],['antiinfective']
pics/7195,antiinfective,C/C1=C\[C@@H](O)CC(=O)Cc2nc(co2)C(=O)N2CCC=C2C(=O)O[C@@H](C(C)C)[C@@H](C)/C=C/C(=O)NC/C=C/1.CC[C@@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@H](C)OC(=O)[C@@H](c2ccccc2)NC(=O)[C@@H]2CC(=O)CCN2C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H]2CCCN2C1=O,['antiinfective']
pics/7196,cns,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,['cns']
pics/7197,antineoplastic,O=C1Nc2ccccc2C1=C1Nc2ccccc2C1=O,['antineoplastic']
pics/7198,antiinfective,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1.CO[C@H]1O[C@@H]2OC3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3,['antiinfective']
pics/7199,cns,O=C(O)CCCN/C(=C1/C=C(F)C=CC1=O)c1ccc(Cl)cc1,['cns']
pics/7200,cns,N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCC(=O)O,['cns']
pics/7201,antineoplastic,CCS(=O)(=O)O.COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,['antineoplastic']
pics/7202,antiinfective,CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)/C=C/CNC(=O)/C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)C12.CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@H](c2ccccc2)NC(=O)C2CC(=O)C(CS[C@@H]3CN4CCC3CC4)CN2C(=O)[C@H](Cc2ccc(N(C)C)cc2)N(C)C(=O)[C@@H]2CCCN2C1=O,['antiinfective']
pics/7203,hematologic,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,['hematologic']
pics/7204,gastrointestinal antiinfective,C=C1CCO[C@]2([C@H](O)[C@@](C)(O)CO)NC(=O)[C@@]1(O)NC2=O,"['gastrointestinal', 'antiinfective']"
pics/7205,respiratorysystem,C1CNCCN1.Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,['respiratorysystem']
pics/7206,cns hematologic,CCc1nc(C)ccc1O.O=C(O)CCC(=O)O,"['cns', 'hematologic']"
pics/7207,cns,CC(C)CC1C(=O)N2CCC[C@H]2C2(O)O[C@](NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,['cns']
pics/7208,cns,CN1C[C@@H](NS(=O)(=O)N(C)C)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,['cns']
pics/7209,antiinfective antineoplastic,Nc1ccn(C2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,"['antiinfective', 'antineoplastic']"
pics/7210,antiinflammatory,NC(N)=NCCC[C@H](NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2N1C(=O)C1Cc2ccccc2CN1C(=O)[C@H](CO)NC(=O)[C@H](Cc1cccs1)NC(=O)CNC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](N)CCCN=C(N)N)C(=O)O,['antiinflammatory']
pics/7211,antiinflammatory,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,['antiinflammatory']
pics/7212,antineoplastic,CSC[S@](=O)CC(CO)NC(=O)/C=C/c1c(C)[nH]c(=O)[nH]c1=O,['antineoplastic']
